Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб сайт 1,Веб сайт 2,Веб сайт 3,Twitter,ВКонтакте,YouTube,Skype,Широта,Долгота,2GIS URL
Zefir,студия красоты,Парикмахерские; Ногтевые студии; Услуги по уходу за ресницами / бровями; Эпиляция; Тату-салоны,"Бережного, 17",1 этаж,301650,,,Новомосковск,Новомосковск городской округ,Тульская область,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 10:00-18:00 (по предварительной записи: пн-вс),89092606262,,,,,,,,,https://vk.com/zefir_bs,,,54.014547,38.28983,https://2gis.com/firm/70000001039063022
Студия татуажа,,Тату-салоны; Услуги косметолога,"Пашанина, 6а",1 этаж,301650,,,Новомосковск,Новомосковск городской округ,Тульская область,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,89539518466,89622716974,,,,,,,,https://vk.com/olyamaste,,,54.019305,38.298497,https://2gis.com/firm/70000001039688675
Ната,студия красоты,Парикмахерские; Ногтевые студии; Услуги по уходу за ресницами / бровями; Тату-салоны,"14 Декабря, 16",1 этаж,301602,,,Узловая,Узловский район,Тульская область,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00,89065393750,,,,,,,,,,,,53.968969,38.165821,https://2gis.com/firm/70000001051197482
Black street,тату-салон,Тату-салоны,"Трудовые резервы, 30",101а офис; 1 этаж,301650,,,Новомосковск,Новомосковск городской округ,Тульская область,Россия,Пн: 12:00-20:00; Вт: 12:00-20:00; Ср: 12:00-20:00; Чт: 12:00-20:00; Пт: 12:00-20:00; Сб: 12:00-20:00; Вс: 12:00-20:00 (по предварительной записи:пн-вс),89157784326,,,,,,,,,https://vk.com/black_street_nmsk,,,54.010311,38.287683,https://2gis.com/firm/70000001053025634
Partak,тату-салон,Тату-салоны,"Маяковского, 25а",208 офис; 2 этаж,301650,,,Новомосковск,Новомосковск городской округ,Тульская область,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,89997815979,,,,,,,,,https://vk.com/public189959876,,,54.004808,38.298159,https://2gis.com/firm/70000001045604115
Feel Tattoo,салон татуировки,Тату-салоны,"Ленина, 37",2 этаж,301720,,,Кимовск,Кимовский район,Тульская область,Россия,Пн: 10:00-24:00; Вт: 10:00-24:00; Ср: 10:00-24:00; Чт: 10:00-24:00; Пт: 10:00-24:00; Сб: 10:00-24:00; Вс: 10:00-24:00 (по предварительной записи: пн-вс),89531910753,,,,,,,,,https://vk.com/feeltattoo,,,53.971823,38.532301,https://2gis.com/firm/70000001048501295
Reline,клиника косметологии,Услуги косметолога; Обучение мастеров для салонов красоты; Тату-салоны; Услуги дерматовенеролога; Услуги по уходу за ресницами / бровями; Косметика / расходные материалы для салонов красоты; SPA-процедуры; Оборудование для салонов красоты; Услуги массажиста; Медицинские анализы; Эпиляция; Услуги хирурга; Пластическая хирургия; Услуги онколога; Услуги гинеколога; Услуги флеболога; Диагностические центры; Услуги маммолога; Украшения для пирсинга; Многопрофильные медицинские центры; Услуги визажиста; Центры диетологии / нутрициологии,"Челюскинцев, 26",1 этаж,625000,,Центральный округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00 (до последнего гостя: пн-вс),83452611591,,,info@reline72.ru,,http://reline72.ru/?roistat=2gis,http://epil72.com/?roistat=2gis,http://tatuazh72.ru/?roistat=2gis,,https://vk.com/reline72,https://youtube.com/channel/UC71CbXpRrJPUgnf5CA3yrBQ,,57.157932,65.535292,https://2gis.com/firm/70000001024915569
13 by Timati,барбершоп и тату-салон,Барбершопы; Тату-салоны,"50 лет Октября, 4",1 этаж,625048,,Центральный округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00 (по предварительной записи: пн-вс),89091871313,,,tmn@13bytimati.ru,,http://tyumen.13bytimati.ru,http://n346772.yclients.com,,,https://vk.com/club195827455,,,57.154588,65.562301,https://2gis.com/firm/70000001043567216
New Skin,тату-студия,Тату-салоны,"Ленина, 2а блок А1",612 офис; 6 этаж,625003,,Калининский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 11:00-19:00; Вт: 11:00-19:00; Ср: 11:00-19:00; Чт: 11:00-19:00; Пт: 11:00-19:00; Сб: 11:00-19:00; Вс: 11:00-19:00 (по предварительной записи: пн-вс),,,,,,,,,,https://vk.com/newskin.tattoo,,,57.161051,65.520704,https://2gis.com/firm/70000001055786436
Манхэттен,салон красоты,Парикмахерские; Ногтевые студии; Услуги по уходу за ресницами / бровями; Эпиляция; Тату-салоны,"Софьи Ковалевской, 11",1 этаж; напротив магазина Монетка,625006,,Центральный округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,89123820947,,,,,,,,,,,,57.153808,65.567063,https://2gis.com/firm/70000001052139942
Точка Сборки,студия татуировки,Тату-салоны,"Герцена, 84/2а",6 этаж,625000,,Калининский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 11:00-19:00; Вт: 11:00-19:00; Ср: 11:00-19:00; Чт: 11:00-19:00; Пт: 11:00-19:00; Сб: 11:00-19:00; Вс: 11:00-19:00,83452617300 (администратор),89323217300,,,,http://tvoetattoo.ru,,,,https://vk.com/tochka_sborki_tattoo,https://youtube.com/channel/UCYvlaxq7uaV11RGpmdLdShQ,,57.148621,65.539475,https://2gis.com/firm/1830115629938333
Fedina studio,салон,Тату-салоны; Украшения для пирсинга; Услуги по уходу за ресницами / бровями,"Депутатская, 80 к2",,625007,,Калининский округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 12:00-21:00; Вт: 12:00-21:00; Ср: 12:00-21:00; Чт: 12:00-21:00; Пт: 12:00-21:00; Сб: 12:00-21:00; Вс: 12:00-21:00,89123968460,,,,,,,,,https://vk.com/fedina_studio,,,57.12892,65.541343,https://2gis.com/firm/70000001054600850
Мама Мия,территория красоты,Парикмахерские; Ногтевые студии; Услуги по уходу за ресницами / бровями; Услуги косметолога; Услуги визажиста; Тату-салоны,"Заречный проезд, 39а к1",1 этаж,625022,3-й заречный м-н,Центральный округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00 (по предварительной записи: пн-вс),83452531413,,,,,http://profsalon.org/o/sz4vpa,,,,https://vk.com/mamamiastudio,,,57.176789,65.562339,https://2gis.com/firm/70000001019994189
7.13 Club,студия татуировки,Тату-салоны,"Ленина, 15",цокольный этаж,625003,,Центральный округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 11:00-19:00; Вт: 11:00-19:00; Ср: 11:00-19:00; Чт: 11:00-19:00; Пт: 11:00-19:00; Сб: 11:00-19:00; Вс: 11:00-19:00 (по предварительной записи: пн-вс),83452912713,,,,,http://713club.ru,,,,https://vk.com/club_713,,,57.158667,65.52687,https://2gis.com/firm/70000001029508868
Brow сontrol,студия,Услуги косметолога; Услуги по уходу за ресницами / бровями; Обучение мастеров для салонов красоты; Тату-салоны,"Ю.-Р.Г. Эрвье, 32 к1",2 этаж,625022,Европейский м-н,Центральный округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00 (по предварительной записи: пн-вс),89995486834,,,,,,,,,,,,57.16886,65.563914,https://2gis.com/firm/70000001045179178
Юкка,салон красоты,Парикмахерские; Ногтевые студии; Эпиляция; Услуги по уходу за ресницами / бровями; Услуги косметолога; Студии загара; Косметика / расходные материалы для салонов красоты; Услуги визажиста; Услуги массажиста; Обучение мастеров для салонов красоты; Тату-салоны,"Созидателей, 14",7 офис; 1 этаж,625063,,,,Тюменский район,Тюменская область,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00 (по предварительной записи: пн-вс),89220701453,,,,,http://yucca.uds.app,,,,https://vk.com/yucca_beautys,,,57.117836,65.481562,https://2gis.com/firm/70000001044088238
Beauty pride,учебный центр,Обучение мастеров для салонов красоты; Услуги косметолога; Тату-салоны,"Профсоюзная, 30",1 этаж,625002,,Центральный округ,Тюмень,Тюмень городской округ,Тюменская область,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00 (по предварительной записи: пн-вс),89324837055,,,,,http://beautypride72.ru,,,,https://vk.com/public59116907,,,57.153828,65.558219,https://2gis.com/firm/70000001028272954
